brand,model,url,category,source,sourceType,sourceId
Samsung LT24H310S-RB Refurbished 24 in. 2 in 1 LED - Black,LT24H310S-RB,https://www.staples.com/samsung-lt24h310s-rb-refurbished-24-in-2-in-1-led-black/product_24307494,Televisions,Staples,retailer,6
Vizio E32-D1-RB Refurbished 32 IN. 1080P LED Television,E32-D1-RB,https://www.staples.com/vizio-e32-d1-rb-refurbished-32-in-1080p-led-television/product_24288238,Televisions,Staples,retailer,6
Axess TV1704-32 32 in. 1366 x 768  HD LED TV Black,935102933M,https://www.staples.com/axess-tv1704-32-32-in-1366-x-768-hd-led-tv-black/product_24272189,Televisions,Staples,retailer,6
"LG 24LJ4540 24"" Class 720P HD LED TV",24LJ4540,https://www.staples.com/lg-24lj4540-24-class-720p-hd-led-tv/product_24328489,Televisions,Staples,retailer,6
"Philips 84"" Multi Touch Display",BDL 8470QT,https://www.staples.com/philips-84-multi-touch-display/product_23976646,Televisions,Staples,retailer,6
LG 55UH5C-B Digital Signage Display,55UH5C-B,https://www.staples.com/LG-55UH5C-B-Digital-Signage-Display/product_IM16G1162,Televisions,Staples,retailer,6
"Samsung Q7F QN75Q7FAMF 75"" 2160p LED-LCD TV, 16:9, 4K UHDTV, Sterling Silver",QN75Q7FAMFXZA,https://www.staples.com/samsung-q7f-qn75q7famf-75-2160p-led-lcd-tv-16-9-4k-uhdtv-sterling-silver/product_IM14U1106,Televisions,Staples,retailer,6
"Elo 5551L 54.6"" Interactive Digital Signage",E268447,https://www.staples.com/Elo-5551L-54-6-Interactive-Digital-Signage/product_IM16F9939,Televisions,Staples,retailer,6
"Samsung 5003 UN32J5003EF 31.5"" 1080p LED-LCD TV, 16:9, HDTV, Black",UN32J5003EFXZA,https://www.staples.com/samsung-5003-un32j5003ef-31-5-1080p-led-lcd-tv-16-9-hdtv-black/product_IM12GG467,Televisions,Staples,retailer,6
"Philips 49"" Video Wall Display",BDL4988XL,https://www.staples.com/philips-49-video-wall-display/product_23976643,Televisions,Staples,retailer,6
Samsung QM55F UHD Commercial Display,QM55F,https://www.staples.com/samsung-qm55f-uhd-commercial-display/product_23976659,Televisions,Staples,retailer,6
Elo I-Series for Windows AiO Interactive Signage (E222782),E222782,https://www.staples.com/Elo-I-Series-for-Windows-AiO-Interactive-Signage-E222782/product_IM14D3256,Televisions,Staples,retailer,6
Samsung QM49F UHD Commercial Display,QM49F,https://www.staples.com/samsung-qm49f-uhd-commercial-display/product_23976658,Televisions,Staples,retailer,6
"Samsung Q8C QN65Q7FAMF 65"" 2160p LED-LCD TV, 16:9, 4K UHDTV, Sterling Silver",QN65Q7FAMFXZA,https://www.staples.com/samsung-q8c-qn65q7famf-65-2160p-led-lcd-tv-16-9-4k-uhdtv-sterling-silver/product_IM14U1103,Televisions,Staples,retailer,6
"Philips 75"" Multi Touch Display",75BDL3010T,https://www.staples.com/philips-75-multi-touch-display/product_23976642,Televisions,Staples,retailer,6
"Axess TV1701-40 40” 1080p HD LED TV, Black",93593294M,https://www.staples.com/Axess-TV1701-40-40-1080p-HD-LED-TV-Black/product_24004506,Televisions,Staples,retailer,6
Samsung UN40MU630D-RB Refurbished 40 IN. 2160P Television,UN40MU630D-RB,https://www.staples.com/samsung-un40mu630d-rb-refurbished-40-in-2160p-television/product_24288256,Televisions,Staples,retailer,6
"32"" Philips D-Line Display",32BDL4050D,https://www.staples.com/32-philips-d-line-display/product_23976630,Televisions,Staples,retailer,6
"Philips 42"" V-Line Display",BDL 4290VL,https://www.staples.com/philips-42-v-line-display/product_23976640,Televisions,Staples,retailer,6
"Samsung 690 HG75NF690UF 75"" 2160p LED-LCD TV, 16:9, 4K UHDTV, Black",HG75NF690UFXZA,https://www.staples.com/samsung-690-hg75nf690uf-75-2160p-led-lcd-tv-16-9-4k-uhdtv-black/product_IM12DA207,Televisions,Staples,retailer,6
Vizio D43F-E1-RB Refurbished 43 IN. 1080P LED Television,D43N-E1-RB,https://www.staples.com/vizio-d43f-e1-rb-refurbished-43-in-1080p-led-television/product_24288241,Televisions,Staples,retailer,6
TLC  43S303 Refurbished 43 IN. 1080P Television,43S303-RB,https://www.staples.com/tlc-43s303-refurbished-43-in-1080p-television/product_24288252,Televisions,Staples,retailer,6
Hisense 40H4C1 Refurbished 40 IN. 1080P LED Television,40H4C1-RB,https://www.staples.com/hisense-40h4c1-refurbished-40-in-1080p-led-television/product_24288264,Televisions,Staples,retailer,6
Samsung DB10E-T Touch-Enabled Small Signage,DB10E-T,https://www.staples.com/samsung-db10e-t-touch-enabled-small-signage/product_23976656,Televisions,Staples,retailer,6
Hisense 43H7C-RB Refurbished 43 in Television,43H7C-RB,https://www.staples.com/hisense-43h7c-rb-refurbished-43-in-television/product_24288266,Televisions,Staples,retailer,6
Hisense 40H5BA-RB Refurbished 40 in. 1080P Television,40H5BA-RB,https://www.staples.com/hisense-40h5ba-rb-refurbished-40-in-1080p-television/product_24288265,Televisions,Staples,retailer,6
"Philips 42"" Multi Touch Display",BDL4270TT,https://www.staples.com/philips-42-multi-touch-display/product_23976631,Televisions,Staples,retailer,6
"Philips 55"" Multi Touch Display",BDL5570TT,https://www.staples.com/philips-55-multi-touch-display/product_23976638,Televisions,Staples,retailer,6
"BeFree Sound Bluetooth Speaker System, bfs-500, 50 W & 15 W x 5, Blue",93592796M,https://www.staples.com/BeFree-Sound-Bluetooth-Speaker-System-bfs-500-50-W-15-W-x-5-Blue/product_2120355,Home Theater Systems,Staples,retailer,6
Directed Installation Essentials GM Vats Bypass 15-piece Kit,DEI652T,https://www.staples.com/Directed-Installation-Essentials-GM-Vats-Bypass-15-piece-Kit/product_2089729,Home Theater Systems,Staples,retailer,6
Channel Master Telescoping Antenna Mast (25ft),CMSTCM1830,https://www.staples.com/Channel-Master-Telescoping-Antenna-Mast-25ft/product_2089810,Home Theater Systems,Staples,retailer,6
Channel Master Telescoping Antenna Mast (40ft),CMSTCM1850,https://www.staples.com/Channel-Master-Telescoping-Antenna-Mast-40ft/product_2089809,Home Theater Systems,Staples,retailer,6
"LG Electronics CM4360-RB Refurbished Hi-Fi Entertainment System, 230 W, Black",CM4360-RB,https://www.staples.com/lg-electronics-cm4360-rb-refurbished-hi-fi-entertainment-system-230-w-black/product_24288215,Home Theater Systems,Staples,retailer,6
"RCA RTD3276HA-RB Refurbished DVD Home Theater System, 100 W, Black",RTD3276HA-RB,https://www.staples.com/rca-rtd3276ha-rb-refurbished-dvd-home-theater-system-100-w-black/product_24288203,Home Theater Systems,Staples,retailer,6
"Philips BTM2180-RB Refurbished Micro Music System, Black",BTM2180-RB,https://www.staples.com/philips-btm2180-rb-refurbished-micro-music-system-black/product_24288208,Home Theater Systems,Staples,retailer,6
Audiovox® RCA VH71N 2-Way Coaxial Signal Switch,VH71N,https://www.staples.com/Audiovox-RCA-VH71N-2-Way-Coaxial-Signal-Switch/product_IM1T56487,Home Theater Systems,Staples,retailer,6
Gogroove Basspulse 5.1 Computer Speakers Surround Sound (4957245),4957245,https://www.staples.com/gogroove-basspulse-5-1-computer-speakers-surround-sound-4957245/product_24286937,Home Theater Systems,Staples,retailer,6
"American Terminal Black Split-loom Cable Tubing, 100ft (1"")",WIR27100,https://www.staples.com/American-Terminal-Black-Split-loom-Cable-Tubing-100ft-1/product_2088248,Home Theater Systems,Staples,retailer,6
PAC Radio Replacement Interface For Select GM Vehicles (class II Databus),PACRP3GM11,https://www.staples.com/PAC-Radio-Replacement-Interface-For-Select-GM-Vehicles-class-II-Databus/product_2089250,Home Theater Systems,Staples,retailer,6
Samsung SmartThings F-MN-KIT-US-2 Indoor Home Monitoring Kit,F-MN-KIT-US-2,https://www.staples.com/samsung-smartthings-f-mn-kit-us-2-indoor-home-monitoring-kit/product_IM12GG501,Home Theater Systems,Staples,retailer,6
"LG LAS475B 2.1ch 300W Sound Bar with Wireless Subwoofer and Bluetooth, Black",LAS475B,https://www.staples.com/lg-las475b-2-1ch-300w-sound-bar-with-wireless-subwoofer-and-bluetooth-black/product_24307495,Home Theater Systems,Staples,retailer,6
"Ilive 37"" Bluetooth Soundbar",GPXITBSW285B,https://www.staples.com/Ilive-37-Bluetooth-Soundbar/product_1643098,Home Theater Systems,Staples,retailer,6
Dual Dualcast Wi-Fi USB/HDMI Dongle,DULDMH25,https://www.staples.com/Dual-Dualcast-Wi-Fi-USB-HDMI-Dongle/product_2087894,Home Theater Systems,Staples,retailer,6
Channel Master Telescoping Antenna Mast (15ft),CMSTCM1820,https://www.staples.com/Channel-Master-Telescoping-Antenna-Mast-15ft/product_2089811,Home Theater Systems,Staples,retailer,6
LG SJ4Y-RB Refurbished 2.1 ch Sound Bar - Black,SJ4Y-RB,https://www.staples.com/lg-sj4y-rb-refurbished-2-1-ch-sound-bar-black/product_24307468,Home Theater Systems,Staples,retailer,6
LG CJ98 3500W HI-Fi Entertainment system with Bluetooth connectivity,CJ98,https://www.staples.com/lg-cj98-3500w-hi-fi-entertainment-system-with-bluetooth-connectivity/product_24328496,Home Theater Systems,Staples,retailer,6
RCA RTB10323LW-RB Refurbished 5.1 CH Home Theater System with Blu-ray Player - Black,RTB10323LW-RB,https://www.staples.com/rca-rtb10323lw-rb-refurbished-5-1-ch-home-theater-system-with-blu-ray-player-black/product_24307477,Home Theater Systems,Staples,retailer,6
"RCA RT2761HB-RB Refurbished Home Theater System, 1000 W, Black",RT2761HB-RB,https://www.staples.com/rca-rt2761hb-rb-refurbished-home-theater-system-1000-w-black/product_24288193,Home Theater Systems,Staples,retailer,6
"LG Electronics BH5140-RB Refurbished Blu-Ray Home Theater System, 500 W, Black",BH5140-RB,https://www.staples.com/lg-electronics-bh5140-rb-refurbished-blu-ray-home-theater-system-500-w-black/product_24288214,Home Theater Systems,Staples,retailer,6
iLive Bluetooth 5.1 Home Theater System(IHTB138B),ILHTB138B,https://www.staples.com/ilive-ihtb138b-bluetooth-5-1-home-theater-system/product_24329615,Home Theater Systems,Staples,retailer,6
VIZIO SmartCast™ 38” 2.1 Sound Bar System - Refurbished (SB3821-D6 R),SB3821-D6 R,https://www.staples.com/vizio-smartcast-38-2-1-sound-bar-system-refurbished-sb3821-d6-r/product_24298189,Home Theater Systems,Staples,retailer,6
"Axess® Thunder Sonic SPBT1041 10 W Indoor/Outdoor HIFI Bluetooth Speaker, Red",93596943M,https://www.staples.com/Axess-Thunder-Sonic-SPBT1041-10-W-Indoor-Outdoor-HIFI-Bluetooth-Speaker-Red/product_2491891,Home Theater Systems,Staples,retailer,6
RCA RTB10323LW-RB Refurbished 5.1 CH Home Theater System with Blu-ray Player - Black,RTB10323LW-RB,https://www.staples.com/rca-rtb10323lw-rb-refurbished-5-1-ch-home-theater-system-with-blu-ray-player-black/product_24307477,Home Theater Systems,Staples,retailer,6
"LG LAS475B 2.1ch 300W Sound Bar with Wireless Subwoofer and Bluetooth, Black",LAS475B,https://www.staples.com/lg-las475b-2-1ch-300w-sound-bar-with-wireless-subwoofer-and-bluetooth-black/product_24307495,Home Theater Systems,Staples,retailer,6
VIZIO SmartCast™ 38” 2.1 Sound Bar System - Refurbished (SB3821-D6 R),SB3821-D6 R,https://www.staples.com/vizio-smartcast-38-2-1-sound-bar-system-refurbished-sb3821-d6-r/product_24298189,Home Theater Systems,Staples,retailer,6
"BeFree Sound Bluetooth Speaker System, bfs-500, 50 W & 15 W x 5, Blue",93592796M,https://www.staples.com/BeFree-Sound-Bluetooth-Speaker-System-bfs-500-50-W-15-W-x-5-Blue/product_2120355,Home Theater Systems,Staples,retailer,6
"RCA RT2761HB-RB Refurbished Home Theater System, 1000 W, Black",RT2761HB-RB,https://www.staples.com/rca-rt2761hb-rb-refurbished-home-theater-system-1000-w-black/product_24288193,Home Theater Systems,Staples,retailer,6
LG CJ98 3500W HI-Fi Entertainment system with Bluetooth connectivity,CJ98,https://www.staples.com/lg-cj98-3500w-hi-fi-entertainment-system-with-bluetooth-connectivity/product_24328496,Home Theater Systems,Staples,retailer,6
Samsung SmartThings F-MN-KIT-US-2 Indoor Home Monitoring Kit,F-MN-KIT-US-2,https://www.staples.com/samsung-smartthings-f-mn-kit-us-2-indoor-home-monitoring-kit/product_IM12GG501,Home Theater Systems,Staples,retailer,6
Directed Installation Essentials GM Vats Bypass 15-piece Kit,DEI652T,https://www.staples.com/Directed-Installation-Essentials-GM-Vats-Bypass-15-piece-Kit/product_2089729,Home Theater Systems,Staples,retailer,6
Channel Master Telescoping Antenna Mast (25ft),CMSTCM1830,https://www.staples.com/Channel-Master-Telescoping-Antenna-Mast-25ft/product_2089810,Home Theater Systems,Staples,retailer,6
Channel Master Telescoping Antenna Mast (40ft),CMSTCM1850,https://www.staples.com/Channel-Master-Telescoping-Antenna-Mast-40ft/product_2089809,Home Theater Systems,Staples,retailer,6
"RCA RTD3276HA-RB Refurbished DVD Home Theater System, 100 W, Black",RTD3276HA-RB,https://www.staples.com/rca-rtd3276ha-rb-refurbished-dvd-home-theater-system-100-w-black/product_24288203,Home Theater Systems,Staples,retailer,6
iLive Bluetooth 5.1 Home Theater System(IHTB138B),ILHTB138B,https://www.staples.com/ilive-ihtb138b-bluetooth-5-1-home-theater-system/product_24329615,Home Theater Systems,Staples,retailer,6
"LG Electronics BH5140-RB Refurbished Blu-Ray Home Theater System, 500 W, Black",BH5140-RB,https://www.staples.com/lg-electronics-bh5140-rb-refurbished-blu-ray-home-theater-system-500-w-black/product_24288214,Home Theater Systems,Staples,retailer,6
"Axess® Thunder Sonic SPBT1041 10 W Indoor/Outdoor HIFI Bluetooth Speaker, Red",93596943M,https://www.staples.com/Axess-Thunder-Sonic-SPBT1041-10-W-Indoor-Outdoor-HIFI-Bluetooth-Speaker-Red/product_2491891,Home Theater Systems,Staples,retailer,6
Dual Dualcast Wi-Fi USB/HDMI Dongle,DULDMH25,https://www.staples.com/Dual-Dualcast-Wi-Fi-USB-HDMI-Dongle/product_2087894,Home Theater Systems,Staples,retailer,6
"Ilive 37"" Bluetooth Soundbar",GPXITBSW285B,https://www.staples.com/Ilive-37-Bluetooth-Soundbar/product_1643098,Home Theater Systems,Staples,retailer,6
Channel Master Telescoping Antenna Mast (15ft),CMSTCM1820,https://www.staples.com/Channel-Master-Telescoping-Antenna-Mast-15ft/product_2089811,Home Theater Systems,Staples,retailer,6
LG SJ4Y-RB Refurbished 2.1 ch Sound Bar - Black,SJ4Y-RB,https://www.staples.com/lg-sj4y-rb-refurbished-2-1-ch-sound-bar-black/product_24307468,Home Theater Systems,Staples,retailer,6
"Axess Mini Entertainment System, msbt3907, 10 W & 5 Wx2",93593166M,https://www.staples.com/Axess-Mini-Entertainment-System-msbt3907-10-W-5-Wx2/product_2120340,Home Theater Systems,Staples,retailer,6
"RCA RT2906-RB Refurbished 5.1 Channel Home Theater System,600 W, Black",RT2906-RB,https://www.staples.com/rca-rt2906-rb-refurbished-5-1-channel-home-theater-system-600-w-black/product_24288195,Home Theater Systems,Staples,retailer,6
"Axess® SPBT1033 2 W x 2 Indoor/Outdoor Portable HIFI Bluetooth Loud Speaker, Brown",93595750M,https://www.staples.com/Axess-SPBT1033-2-W-x-2-Indoor-Outdoor-Portable-HIFI-Bluetooth-Loud-Speaker-Brown/product_2491866,Home Theater Systems,Staples,retailer,6
GPX HT050B 5.1-Channel Home Theater Speaker System,GPXHT050B,https://www.staples.com/GPX-HT050B-5-1-Channel-Home-Theater-Speaker-System/product_2423515,Home Theater Systems,Staples,retailer,6
"Philips BTM2180-RB Refurbished Micro Music System, Black",BTM2180-RB,https://www.staples.com/philips-btm2180-rb-refurbished-micro-music-system-black/product_24288208,Home Theater Systems,Staples,retailer,6
"Creative® Labs A250 9 W 2.1 Speaker System, Black",MF0420AA002,https://www.staples.com/Creative-Labs-A250-9-W-2-1-Speaker-System-Black/product_893656,Home Theater Systems,Staples,retailer,6
"Tilt TV Wall Mount Bracket with Anti-Theft Feature, UL Certified (Max 88 lbs, 37-70 inch)",112989,https://www.staples.com/Tilt-TV-Wall-Mount-Bracket-with-Anti-Theft-Feature-UL-Certified-Max-88-lbs-37-70-inch/product_2504437,Home Theater Systems,Staples,retailer,6
"American Terminal Black Split-loom Cable Tubing, 100ft (.5"")",WIR27051,https://www.staples.com/American-Terminal-Black-Split-loom-Cable-Tubing-100ft-5/product_2088250,Home Theater Systems,Staples,retailer,6
PAC Ground Loop Signal Isolator,PACSNI1,https://www.staples.com/PAC-Ground-Loop-Signal-Isolator/product_2089291,Home Theater Systems,Staples,retailer,6
"Select Series 14AWG Speaker Wire, 100ft",114918,https://www.staples.com/Select-Series-14AWG-Speaker-Wire-100ft/product_2505013,Home Theater Systems,Staples,retailer,6
"RCA RCS13101EK-RB Refurbished Home Stereo System, Removable 7-inch Android Tablet, Black",RCS13101EK-RB,https://www.staples.com/rca-rcs13101ek-rb-refurbished-home-stereo-system-removable-7-inch-android-tablet-black/product_24288194,Home Theater Systems,Staples,retailer,6
"LG Electronics CM4360-RB Refurbished Hi-Fi Entertainment System, 230 W, Black",CM4360-RB,https://www.staples.com/lg-electronics-cm4360-rb-refurbished-hi-fi-entertainment-system-230-w-black/product_24288215,Home Theater Systems,Staples,retailer,6
"American Terminal Black Split-loom Cable Tubing, 100ft (1"")",WIR27100,https://www.staples.com/American-Terminal-Black-Split-loom-Cable-Tubing-100ft-1/product_2088248,Home Theater Systems,Staples,retailer,6
Audiovox® RCA VH71N 2-Way Coaxial Signal Switch,VH71N,https://www.staples.com/Audiovox-RCA-VH71N-2-Way-Coaxial-Signal-Switch/product_IM1T56487,Home Theater Systems,Staples,retailer,6
Gogroove Basspulse 5.1 Computer Speakers Surround Sound (4957245),4957245,https://www.staples.com/gogroove-basspulse-5-1-computer-speakers-surround-sound-4957245/product_24286937,Home Theater Systems,Staples,retailer,6
PAC Radio Replacement Interface For Select GM Vehicles (class II Databus),PACRP3GM11,https://www.staples.com/PAC-Radio-Replacement-Interface-For-Select-GM-Vehicles-class-II-Databus/product_2089250,Home Theater Systems,Staples,retailer,6
IQ sound® Bluetooth® Home Audio System sc-3366m,93595099M,https://www.staples.com/IQ-sound-Bluetooth-Home-Audio-System-sc-3366m/product_2120911,Home Theater Systems,Staples,retailer,6
"American Terminal Black Split-loom Cable Tubing, 100ft (.75"")",WIR27071,https://www.staples.com/American-Terminal-Black-Split-loom-Cable-Tubing-100ft-75/product_2088225,Home Theater Systems,Staples,retailer,6
"Affinity™ Premium 14AWG Braided Speaker Wire with Gold Plated Banana Plug Connectors, 10ft",113913,https://www.staples.com/Affinity-Premium-14AWG-Braided-Speaker-Wire-with-Gold-Plated-Banana-Plug-Connectors-10ft/product_2504153,Home Theater Systems,Staples,retailer,6
Supersonic® SC-1410BTR Bluetooth Music Receiver With Aux-in and Mic,93580779M,https://www.staples.com/Supersonic-SC-1410BTR-Bluetooth-Music-Receiver-With-Aux-in-and-Mic/product_283981,Home Theater Systems,Staples,retailer,6
"Axess® SPBT1036 3 W x 2 Indoor/Outdoor Portable HIFI Bluetooth Speaker, Blue",93595748M,https://www.staples.com/Axess-SPBT1036-3-W-x-2-Indoor-Outdoor-Portable-HIFI-Bluetooth-Speaker-Blue/product_2491865,Home Theater Systems,Staples,retailer,6
PAC Amp Integration Interface With Harness For Select 2010 & Up GM Vehicles,PACAAGM44,https://www.staples.com/PAC-Amp-Integration-Interface-With-Harness-For-Select-2010-Up-GM-Vehicles/product_2089349,Home Theater Systems,Staples,retailer,6
"RCA RTS739BWS-RB Refurbished Sounds Bar System , Black, Bluetooth",RTS739BWS-RB,https://www.staples.com/rca-rts739bws-rb-refurbished-sounds-bar-system-black-bluetooth/product_24288206,Home Theater Systems,Staples,retailer,6
"LG Electronics SH2-RB Refurbished 2.1ch Sound Bar, 100 W, Black",SH2-RB,https://www.staples.com/lg-electronics-sh2-rb-refurbished-2-1ch-sound-bar-100-w-black/product_24288212,Home Theater Systems,Staples,retailer,6
"Select Series 14AWG Speaker Wire, 50ft",114917,https://www.staples.com/Select-Series-14AWG-Speaker-Wire-50ft/product_2505385,Home Theater Systems,Staples,retailer,6
"Russound® BSK1 Bluetooth Source Kit, Black/White",BSK1,https://www.staples.com/Russound-BSK1-Bluetooth-Source-Kit-Black-White/product_906249,Home Theater Systems,Staples,retailer,6
"RCA RTB10230E-RB Refurbished Home Theater System, 100 W, Black",RTB10230E-RB,https://www.staples.com/rca-rtb10230e-rb-refurbished-home-theater-system-100-w-black/product_24288191,Home Theater Systems,Staples,retailer,6
RCA RTD396-RB Refurbished DVD Home Theater System  - Black,RTD396-RB,https://www.staples.com/rca-rtd396-rb-refurbished-dvd-home-theater-system-black/product_24307478,Home Theater Systems,Staples,retailer,6
"RAS2866B2-RB Refurbished Tabletop Bluetooth Speaker, Black, Built-In Subwoofer",RAS2866B2-RB,https://www.staples.com/ras2866b2-rb-refurbished-tabletop-bluetooth-speaker-black-built-in-subwoofer/product_24288190,Home Theater Systems,Staples,retailer,6
Pyle® PT628A 400 W 5.1 Channel Home Theater System with AM/FM Tuner/CD/MP3 Player,93582686M,https://www.staples.com/Pyle-PT628A-400-W-5-1-Channel-Home-Theater-System-with-AM-FM-Tuner-CD-MP3-Player/product_283645,Home Theater Systems,Staples,retailer,6
"Cyber Acoustics Curve Lights CA-3712BT 2.1-Channel Bluetooth Speaker System with LED Lighting Effects, Black",CA3712BT,https://www.staples.com/cyber-acoustics-curve-lights-ca-3712bt-2-1-channel-bluetooth-speaker-system-with-led-lighting-effects-black/product_24167781,Home Theater Systems,Staples,retailer,6
"RCA RT151-RB Refurbished Home Theater System, 80W, Black",RT151-RB,https://www.staples.com/rca-rt151-rb-refurbished-home-theater-system-80w-black/product_24288185,Home Theater Systems,Staples,retailer,6
Above Fireplace Pull-Down Full-Motion TV Wall Mount,115618,https://www.staples.com/Above-Fireplace-Pull-Down-Full-Motion-TV-Wall-Mount/product_2503739,Home Theater Systems,Staples,retailer,6
"RCA RS2929B-RB Refurbished CD Mini Shelf Bluetooth System, Black",RS2929B-RB,https://www.staples.com/rca-rs2929b-rb-refurbished-cd-mini-shelf-bluetooth-system-black/product_24288184,Home Theater Systems,Staples,retailer,6
PAC Adjustable High-power Line-out Converter With Removable Harness (4 Channels),PACLP34,https://www.staples.com/PAC-Adjustable-High-power-Line-out-Converter-With-Removable-Harness-4-Channels/product_2089261,Home Theater Systems,Staples,retailer,6
Pyle® Bluetooth Soundbar With USB/SD/FM Radio and Wireless Remote,PYRPSBV200BT,https://www.staples.com/Pyle-Bluetooth-Soundbar-With-USB-SD-FM-Radio-and-Wireless-Remote/product_1594033,Home Theater Systems,Staples,retailer,6
"10 Outlet Rotating Power Surge Block 8ft Cord, 2880 Joules",115875,https://www.staples.com/10-Outlet-Rotating-Power-Surge-Block-8ft-Cord-2880-Joules/product_2503664,Home Theater Systems,Staples,retailer,6
"RCA RTB1100-RB Refurbished Home Theater System, 1000 W, Black",RTB1100-RB,https://www.staples.com/rca-rtb1100-rb-refurbished-home-theater-system-1000-w-black/product_24288170,Home Theater Systems,Staples,retailer,6
Refurbished LG OJ45-RB 120W LOUDR Hi-Fi Speaker System with Bluetooth Connectivity - Black,OJ45-RB,https://www.staples.com/refurbished-lg-oj45-rb-120w-loudr-hi-fi-speaker-system-with-bluetooth-connectivity-black/product_24307479,Home Theater Systems,Staples,retailer,6
"BeFree Sound Bluetooth Speaker System, bfs-410, 25 W & 10 W x 5, Red",93592794M,https://www.staples.com/BeFree-Sound-Bluetooth-Speaker-System-bfs-410-25-W-10-W-x-5-Red/product_2120399,Home Theater Systems,Staples,retailer,6
LG SJ5Y 2.1 Ch High Resolution Audio Soundbar,SJ5Y,https://www.staples.com/lg-sj5y-2-1-ch-high-resolution-audio-soundbar/product_24328502,Home Theater Systems,Staples,retailer,6
"BeFree Sound Bluetooth Speaker System, bfs-400, 25 W & 10 W x 5, Blue",93592793M,https://www.staples.com/BeFree-Sound-Bluetooth-Speaker-System-bfs-400-25-W-10-W-x-5-Blue/product_2120400,Home Theater Systems,Staples,retailer,6
"Philips  HTL3170B/37 Soundbar Speaker, Wireless Subwoofer, Black",HTL3170B/37,https://www.staples.com/philips-htl3170b-37-soundbar-speaker-wireless-subwoofer-black/product_24288210,Home Theater Systems,Staples,retailer,6
"RCA RS2928B-RB Refurbished CD Mini Shelf Bluetooth System, Black",RS2928B-RB,https://www.staples.com/rca-rs2928b-rb-refurbished-cd-mini-shelf-bluetooth-system-black/product_24288187,Home Theater Systems,Staples,retailer,6
Helios 16-Gauge Speaker Wire (250ft) (ETHASSW16250)(AS-SW16-250),ETHASSW16250,https://www.staples.com/helios-as-sw16-250-16-gauge-speaker-wire-250ft-ethassw16250/product_24330135,Home Theater Systems,Staples,retailer,6
"Apex ASB6000A Digital Home Theater Sound Bar, 350W, Black",ASB6000A,https://www.staples.com/apex-asb6000a-digital-home-theater-sound-bar-350w-black/product_24288227,Home Theater Systems,Staples,retailer,6
iLive Bluetooth Wireless Home Music System (IHB617B),ILHB617B,https://www.staples.com/ilive-bluetooth-wireless-home-music-system-ihb617b/product_24280975,Home Theater Systems,Staples,retailer,6
Stable Series Small Full Motion Wall Mount for Medium 20 - 42 inch TV's Max 77 lbs UL Certified,110477,https://www.staples.com/Stable-Series-Small-Full-Motion-Wall-Mount-for-Medium-20-42-inch-TV-s-Max-77-lbs-UL-Certified/product_2505305,Home Theater Systems,Staples,retailer,6
LG SJ7 Soundbar Flex with wireless subwoofer,SJ7,https://www.staples.com/lg-sj7-soundbar-flex-with-wireless-subwoofer/product_24328500,Home Theater Systems,Staples,retailer,6
"RCA RTD3236EH-RB Refurbished 5.1 Channel Home Theater System, 100 W, Black",RTD3236EH-RB,https://www.staples.com/rca-rtd3236eh-rb-refurbished-5-1-channel-home-theater-system-100-w-black/product_24288202,Home Theater Systems,Staples,retailer,6
LG SJ4Y 2.1 Ch High Resolution Audio Soundbar,SJ4Y,https://www.staples.com/lg-sj4y-2-1-ch-high-resolution-audio-soundbar/product_24328501,Home Theater Systems,Staples,retailer,6
"iLive 37"" 2.1-Channel HD Bluetooth Soundbar + Subwoofer (ITBSW397B)",ILTBSW397B,https://www.staples.com/iLive-37-2-1-Channel-HD-Bluetooth-Soundbar-Subwoofer-ITBSW397B/product_24233234,Home Theater Systems,Staples,retailer,6
"Pyle Waterproof Speaker, pdwr54btb, 600 W, Black",93595166M,https://www.staples.com/Pyle-Waterproof-Speaker-pdwr54btb-600-W-Black/product_2120868,Home Theater Systems,Staples,retailer,6
"RCA RTS796B-RB Refurbished Home Theater Sound Base, Black, Bluetooth",RTS796B-RB,https://www.staples.com/rca-rts796b-rb-refurbished-home-theater-sound-base-black-bluetooth/product_24288204,Home Theater Systems,Staples,retailer,6
"Pyle Home PDWR62BTBK 6.5"" Indoor/Outdoor Wall-Mount Bluetooth Speaker System (Black)",PYLPDWR62BTBK,https://www.staples.com/pyle-home-pdwr62btbk-6-5-indoor-outdoor-wall-mount-bluetooth-speaker-system-black/product_2139719,Home Theater Systems,Staples,retailer,6
"Monoprice Planate Series 16AWG Pure Copper Flat Speaker Wire, 50ft",111935,https://www.staples.com/Planate-Series-16AWG-Pure-Copper-Flat-Speaker-Wire-50ft/product_2504647,Home Theater Systems,Staples,retailer,6
LG SPJ4-S 2.0 Ch soundbar wireless speaker kit,SPJ4,https://www.staples.com/lg-spj4-s-2-0-ch-soundbar-wireless-speaker-kit/product_24328498,Home Theater Systems,Staples,retailer,6
"Pyle Waterproof Speaker, pdwr54btw, 800 W, White",93595169M,https://www.staples.com/Pyle-Waterproof-Speaker-pdwr54btw-800-W-White/product_2120822,Home Theater Systems,Staples,retailer,6
